MCC;TCC;MCC Category;Категория МСС;MCC Sub-Category;Подкатегория МСС;Description;Группа МСС;
5932;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Antique Shops—Sales, Repairs, and Restoration Services;Антикварные магазины;
5933;R, T;Retail Stores;Розничные магазины;Pawn Shops;Ломбарды;Pawn Shops;Ломбарды;
5935;R, T;Retail Stores;Розничные магазины;Service Providers;Поставщики услуг;Salvage Yards;Уцененные магазины;
5937;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Antique Reproduction Stores;Магазины репродукций антиквариата;
5940;R, T;Retail Stores;Розничные магазины;Sports equipment;Спортивный инвентарь;Bicycle Shops—Sales and Service;Магазины велосипедов – продажа и обслуживание;
5941;R, T;Retail Stores;Розничные магазины;Sports equipment;Спортивный инвентарь;Sporting Goods Stores;Магазины спортивных товаров;
5942;R, T;Retail Stores;Розничные магазины;Leisure;Досуг;Book Stores;Книжные магазины;
5943;R, T;Retail Stores;Розничные магазины;Office Supplies;Офисные принадлежности;Office Supply Stores;Магазины офисных, школьных и канцелярских принадлежностей;
5944;R, T;Retail Stores;Розничные магазины;Jewellery and Accessories;Ювелирные изделия и аксессуары;Jewelry Stores, Watches, Clocks, and Silverware Stores;Часы, украшения, наручные часы, столовые приборы из серебра;
5945;R, T;Retail Stores;Розничные магазины;Toy Stores;Магазины игрушек;Game, Toy, and Hobby Shops;Игры, игрушки, магазины по интересам;
5946;R, T;Retail Stores;Розничные магазины;Electronics and Appliances;Электроника и бытовая техника;Camera Stores;Фотоаппараты и принадлежности;
5947;R, T;Retail Stores;Розничные магазины;Souvenir Shops;Сувенирные магазины;Gift, Card, Novelty and Souvenir Shops;Подарки;
5948;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Leather Goods Stores;Кожаные изделия и багажные магазины;
5949;R, T;Retail Stores;Розничные магазины;Leisure;Досуг;Sewing, Needlework, Fabric and Piece Goods Stores;Ткани, рукоделье, штучные изделия, шитье;
5950;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Crystal Stores;Магазины изделий из хрусталя и стекла;
5960;T;Direct Sales;Прямые продажи;Insurance Services;Страховые услуги;Direct Marketing—Insurance Services;Страхование;
5962;T;Direct Sales;Прямые продажи;Tourist services;Турестические услуги;Direct Marketing—Travel-Related Arrangement Services;Телемаркетинг, услуги по организации путешествий (за исключением бюро путешествий);
5963;R, T;Direct Sales;Прямые продажи;Transportation Services;Услуги перевозки;Door-to-Door Sales;Организации прямой продажи, коммивояжеры;
5964;T;Direct Sales;Прямые продажи;Non–face-to-face sales;Продажи без живого контакта;Direct Marketing—Catalog Merchants;Продажи по каталогу;
5965;T;Direct Sales;Прямые продажи;Non–face-to-face sales;Продажи без живого контакта;Direct Marketing—Combination Catalog and Retail Merchants;Продажи по каталогу, розничные продажи;
5966;T;Direct Sales;Прямые продажи;face-to-face sales;Продажи c участием продавца;Direct Marketing—Outbound Telemarketing Merchants;Телемаркетинг - экспорт;
5967;T;Direct Sales;Прямые продажи;Non–face-to-face sales;Продажи без живого контакта;Direct Marketing—Inbound Telemarketing Merchants;Телевизионные услуги - импорт;
5968;T;Direct Sales;Прямые продажи;Non–face-to-face sales;Продажи без живого контакта;Direct Marketing—Continuity/Subscription Merchants;Продажи по подписке/долгосрочные;
5969;T;Direct Sales;Прямые продажи;Non–face-to-face sales;Продажи без живого контакта;Direct Marketing—Other Direct Marketers—not elsewhere classified;Прямой маркетинг - прочее;
5970;R, T;Retail Stores;Розничные магазины;Art;Искусство;Artist Supply Stores;Художественные салоны, магазины предметов народного промысла;
5971;R, T;Retail Stores;Розничные магазины;Art;Искусство;Art Dealers and Galleries;Художественные дилеры и галереи;
5972;R, T;Retail Stores;Розничные магазины;Art;Искусство;Stamp and Coin Stores—Philatelic and Numismatic Supplies;Марки и монеты – филателистские и нумизматические магазины;
5973;R, T;Retail Stores;Розничные магазины;Art;Искусство;Religious Goods Stores;Магазины религиозных товаров;
5975;R, T;Retail Stores;Розничные магазины;Medical Equipment and Supplies;Медицинское оборудование и принадлежности;Hearing Aids—Sales, Service, Supply Stores;Товары для слуха – продажа, обслуживание;
5976;R, T;Retail Stores;Розничные магазины;Medical Equipment and Supplies;Медицинское оборудование и принадлежности;Artificial Limb Stores;Ортопедические товары – магазины искусственных конечностей;
5977;R, T;Retail Stores;Розничные магазины;Personal care;Уход за собой;Cosmetic Stores;Косметические магазины;
5978;R, T;Retail Stores;Розничные магазины;Office Supplies;Офисные принадлежности;Typewriter Stores—Rentals, Sales, Service;Магазины пишущих машинок – аренда, продажа, обслуживание;
5983;R, T;Retail Stores;Розничные магазины;Fuel Products;Бензин, топливо;Fuel Dealers—Coal, Fuel Oil, Liquefied Petroleum, Wood;Дилеры топлива – уголь, невтяное топливо, сжиженное топливо, древесное топливо;
5992;R, T;Retail Stores;Розничные магазины;Gardening Supplies;Садово-огородный инвентарь;Flower Shops;Магазины цветов;
5993;R, T;Retail Stores;Розничные магазины;Tobacco Shops;Табачная продукция;Cigar Stores and Stands;Магазины сигар и табачные киоски;
5994;R, T;Retail Stores;Розничные магазины;Leisure;Досуг;News Dealers and Newsstands;Газетные магазины и киоски;
5995;R, T;Retail Stores;Розничные магазины;Animal, Doctors;Домашние животные;Pet Shops—Pet Food and Supplies;Зоомагазины – предметы ухода и еда;
5996;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Swimming Pools—Sales and Supplies;Плавательные бассейны – продажа и доставка;
5997;R, T;Retail Stores;Розничные магазины;Electronics and Appliances;Электроника и бытовая техника;Electric Razor Stores—Sales and Service;Магазины электробритв – продажа и обслуживание;
5998;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Awning Shops;Магазины тентов и навесов;
5999;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Specialty and Miscellaneous Retail Stores;Магазины смешанные и специализированные розничные;
6010;C;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Manual Cash Disbursements;Снятие наличности вручную;
6011;Z;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Automated Cash Disbursements;Снятие наличности автоматически;
6012;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Merchandise and Services;Приобретение товаров и услуг финансовых организаций (банков);
6022;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Finan. Inst.(RCL Internal);Finan. Inst.(RCL Internal);
6023;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;State Banks (RCL Internal);State Banks (RCL Internal);
6025;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Nat. Banks  (RCL Internal);Nat. Banks  (RCL Internal);
6026;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Nat. Banks Non Federal (INT;Nat. Banks Non Federal (INT;
6028;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Unicorporated Private Banks;Unicorporated Private Banks;
6050;U;Service Providers;Услуги поставщиков;Non-Financial Institutions;Нефинансовые учреждения;Quasi Cash—Customer Financial Institution;Квази-кэш;
6051;U;Service Providers;Услуги поставщиков;Non-Financial Institutions;Нефинансовые учреждения;Quasi Cash—Merchant;иностранная валюта, денежные переводы (непередаваемые), дорожные чеки, квази-кэш;
6211;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Securities—Brokers/Dealers;Ценные бумаги;
6300;R, T;Service Providers;Услуги поставщиков;Insurance Services;Страховые услуги;Insurance Sales, Underwriting, and Premiums;Страхование;
6381;R, T;Unknown;Неизвестно;Unknown;Неизвестно;Unknown;Неизвестно;
6399;R, T;Unknown;Неизвестно;Unknown;Неизвестно;Unknown;Неизвестно;
6513;R, T;Service Providers;Услуги поставщиков;Taxes and fees;Налоги и сборы;Real Estate Agents and Managers—Rentals;Сборы, взимаемые купцы вели в аренду и управление жилой и коммерческой недвижимости;
6531;T;Service Providers;Услуги поставщиков;MasterCard Payment Transaction;Финансовые сделки через MC;Payment Service Provider;Поставщик платежных услуг;
6532;P;Service Providers;Услуги поставщиков;MasterCard Payment Transaction;Финансовые сделки через MC;Payment Transaction—Customer Financial Institution;Платежная сделка;
6533;P;Service Providers;Услуги поставщиков;MasterCard Payment Transaction;Финансовые сделки через MC;Payment Transaction—Merchant;Платежная сделка;
6534;U;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;Money Transfer, Fin Inst;Денежные переводы;
6536;P;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;MasterCard® MoneySend™ Intracountry;Денежные переводы;
6537;P;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;MasterCard® MoneySend™ Intercountry;Денежные переводы;
6538;R, T;Service Providers;Услуги поставщиков;Financial institutions;Финансовые организации;MasterCard® MoneySend™ Funding;Денежные переводы;
7011;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Lodging—Hotels, Motels, Resorts—not elsewhere classified;Размещение – отели, мотели, курорты – не классифицированные;
7012;R, T;Lodging;Жилье;Other;Прочее;Timeshares;Таймшеры;
7032;R, T;Service Providers;Услуги поставщиков;Leisure;Досуг;Sporting Camps;Отдых и спортивные лагери;
7033;R, T;Service Providers;Услуги поставщиков;Leisure;Досуг;Campgrounds;Кэмпинги и трейлерные парки;
7210;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Cleaning Services;Чистка, чистка одежды, прачечные;
7211;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Laundry Services—Family and Commercial;Прачечные - химчистки;
7216;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Dry Cleaners;Химчистки;
7217;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Carpet Cleaning;Чистка ковров и покрытий;
7221;R, T;Service Providers;Услуги поставщиков;Leisure;Досуг;Photographic Studios;Фотостудии;
7230;R, T;Service Providers;Услуги поставщиков;Personal care;Уход за собой;Barber Shops;Парикмахерские и цирюльни;
7251;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Shoe Repair Shops, Shoe Shine Parlors;Чистка шляп, обувные мастерские, чистка обуви;
7261;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Funeral Service;Погребальные услуги, крематории;
7273;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Escort Services;Услуги по встречам и сопровождению;
7276;R, T;Service Providers;Услуги поставщиков;Taxes and fees;Налоги и сборы;Tax Preparation Service;Услуги связанные с налогами и аудитом;
7277;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Counseling Services;Долги, свадьбы, личные услуги – услуги советников;
7278;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Buying/Shopping Clubs, Services;Продавцы, которые обеспечивают покупки и торговые услуги физических или юридических лиц на платной основе.;
7296;R, T;Service Providers;Услуги поставщиков;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Costume Rental;Костюмы, униформы – прокат одежды;
7297;R, T;Service Providers;Услуги поставщиков;Personal care;Уход за собой;Massage Parlors;Услуги массажистов;
7298;R, T;Service Providers;Услуги поставщиков;Personal care;Уход за собой;Beauty Spas;Здоровье и красота;
7299;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Other Services—not elsewhere classified;Различные личные услуги – не классифицированные;
7311;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Advertising Services;Рекламные услуги;
7321;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Consumer Credit Reporting Agencies;Агентства по отчетности по потребительскому кредитовани.;
7333;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Art, Commercial;Прикладное искусство, графика, фотография;
7338;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Copy—Quick Copy and Reproduction Services;Услуги по ксерокопированию и тиражированию;
7339;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Stenographic and Secretarial Support Services;Стенографические услуги;
7342;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Disinfecting Services;Услуги по дезинфекции;
7349;R, T;Service Providers;Услуги поставщиков;Cleaning Services;Услуги по уборке;Cleaning and Maintenance;Уборка помещений, зданий;
7361;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Employment Agencies;Кадровые агенства;
7372;R, T;Service Providers;Услуги поставщиков;Information Technology;Информационные технологии;Computer Programming Services;Компьютерное программирование, обработка данных, дизайн интегрированных систем;
7375;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Information Retrieval Services;Услуги по получению информации;
7379;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Computer Maintenance, Repair, and Services—not elsewhere classified;Компьютерная поддержка, ремонт и услуги – не классифицированные;
7392;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Consulting Services;Консультации, менеджмент, услуги по общественным отношениям;
7393;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Security Services including Armored Cars and Guard Dogs;Детективные агентства, агентства по защите, охранные услуги, включая бронированные машины, сторожевых собак;
7394;R, T;Service Providers;Услуги поставщиков;Other;Прочее;Leasing Services and Equipment Rental;Аренда оборудования, сдача/снятие в наем, аренда мебели, аренда инструментов;
7395;R, T;Service Providers;Услуги поставщиков;Leisure;Досуг;Photo Developing, Photofinishing Laboratories;Проявка фотографий, лаборатории обработки фотографий;
7399;R, T;Service Providers;Услуги поставщиков;Business Services;Бизнес услуги;Business Services—not elsewhere classified;Бизнес услуги – не классифицированные;
7511;U;Service Providers;Услуги поставщиков;Parking;Автостоянки;Truck Stop Transactions;Сделки по остановкам грузовиков;
7512;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Automobile Rental Agency—not elsewhere classified;Агентство Проката Автомобилей – не классифицированное;
7513;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Truck Rental;Аренда грузовиков и трейлеров для коммунальных услуг;
7519;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Motor Home Rental;Аренда домов на колесах и транспортных средств для отдыха;
7523;R, T;Service Providers;Услуги поставщиков;Parking;Автостоянки;Automobile Parking Lots and Garages;Стоянка;
7531;R, T;Automobiles and Vehicles;Транспортные средства;Maintenance;Техническое обслуживание, ремонт;Automotive Body Repair Shop;Ремонтные мастерские по кузовным работам;
7534;R, T;Automobiles and Vehicles;Транспортные средства;Maintenance;Техническое обслуживание, ремонт;Tire Retreading and Repair Shops;Мастерские по починке шин и восстановлению протектора;
7535;R, T;Automobiles and Vehicles;Транспортные средства;Maintenance;Техническое обслуживание, ремонт;Automotive Paint Shops;Мастерские по покраске автомобилей;
7538;R, T;Automobiles and Vehicles;Транспортные средства;Maintenance;Техническое обслуживание, ремонт;Automotive Service Shops;Автомобильные сервисные центры (не дилеры);
7542;R, T;Automobiles and Vehicles;Транспортные средства;Cleaning Services;Услуги по уборке;Car Washes;Мойка машин;
7549;R, T;Automobiles and Vehicles;Транспортные средства;Maintenance;Техническое обслуживание, ремонт;Towing Services;Буксировка;
7622;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Electronic Repair Shops;Ремонт электроники;
7623;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Air Conditioning Repair Shops;Ремонт воздушных кондиционеров и холодильных систем.;
7629;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Appliance Repair Shops, Electrical and Small;Ремонт бытовой техники;
7631;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Clock Repair Shops;Ремонт всех видов часов и ювелирных изделий;
7641;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Furniture—Reupholstery and Repair, Refinishing;Мебель - ремонт, обивка, реставрация;
7692;R, T;Service Providers;Услуги поставщиков;Repair and construction;Ремонт, строительство;Welding Repair;Сварка;
7699;R, T;Service Providers;Услуги поставщиков;Maintenance;Техническое обслуживание, ремонт;Miscellaneous Repair Shops and Related Services;Ремонт крупной бытовой техники, медицинских приборов, спортивного инвентаря и др.;
7829;R, T;Wholesale manufacturers;Оптовые производители;Leisure;Досуг;Motion Picture and Video Tape Production and Distribution;Производство и распространение кино и видео продукции;
7832;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Motion Picture Theaters;Кинотеатры;
7841;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Video Entertainment Rental Stores;Видеопрокаты;
7911;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Dance Halls, Schools, and Studios;Школы танцев;
7922;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Theatrical Producers (except Motion Pictures), Ticket Agencies;Театры (за исключением кинотеатров), агентства по распространению билетов;
7929;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Bands—not elsewhere classified;Группы, оркестры, эстрадные артисты;
7932;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Pool and Billiard Establishments;Бильярдные;
7933;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Bowling Alleys;Боулинги;
7941;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;"Sports, Commercial, Professional Clubs; Sports Promoters";Спортплощадки, коммерческий спорт, профессиональные спортивные клубы, спорт-промоутеры;
7991;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Tourist Attractions and Exhibits;Покупка экскурсий;
7992;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Golf Courses, Public;Курсы игры в гольф (общественные);
7993;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Video Amusement Game Supplies;Видео-игры, игровые автоматы (продажа);
7994;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Video Game Arcades/Establishments;Заведения для видео-игры;
7995;P, U;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Betting, including Lottery Tickets, Casino Gaming Chips, Off-Track Betting, and Wagers at Race Tracks;;
7996;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Amusement Parks;Парки аттракционов, карнавалы, цирки, гадалки;
7997;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Clubs—Membership (Athletic, Recreation, Sports), Private Golf Courses;Спортивные и оздоровительные клубы, требуют членства.;
7998;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Aquariums, Dolphinariums, Seaquariums, Zoos;Аквариумы, дельфинарии, океанарии;
7999;R, T;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Recreation Services—not elsewhere classified;Услуги по отдыху и развлечениям (включая плавательные бассейны, миниатюрные гольф-площадки, лыжные горки, инструктаж по играм  и спорту, аренда лодок);
8011;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Doctors and Physicians (Not Elsewhere Classified);Доктора, терапевты;
8021;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Dentists;Дантисты, ортодонтологи;
8031;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Osteopathic Physicians;Остеопатологи;
8041;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Chiropractors;Мануальные терапевты;
8042;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Ophthalmologists;Оптометристы, офтальмологи;
8043;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Eyeglasses;Оптические товары, проверка зрения;
8049;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Chiropodists;Педикюры, ортопеды;
8050;O;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Nursing Care Facilities;Услуги по уходу за больными и присмотру;
8062;O;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Hospitals;Больницы;
8071;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Dental Laboratories;Зубные и медицинские лаборатории;
8099;R, T;Medical service;Медицинское обслуживание;Medical treatment and counseling;Консультации врачей, лечение;Health Practitioners—not elsewhere classified;Терапевты, медицинские услуги – не классифицированные;
8111;R, T;Professional Services;Профессиональные услуги;Legal Services;Правовые услуги;Attorneys;Адвокаты и правовые услуги;
8211;R, T;Professional Services;Профессиональные услуги;Education and additional training;Образование, дополнительное обучение;Schools, Elementary and Secondary;Школы, начальное и среднее образование;
8220;O;Professional Services;Профессиональные услуги;Education and additional training;Образование, дополнительное обучение;Colleges, Junior Colleges, Professional Schools, and Universities;Колледжи, университеты, профессиональные училища, колледжи с двухгодичным курсом;
8241;R, T;Professional Services;Профессиональные услуги;Education and additional training;Образование, дополнительное обучение;Schools, Correspondence;Школы, корреспонденция;
8244;R, T;Professional Services;Профессиональные услуги;Education and additional training;Образование, дополнительное обучение;Schools, Business and Secretarial;Школы, бизнес, секретариат;
8249;R, T;Professional Services;Профессиональные услуги;Education and additional training;Образование, дополнительное обучение;Schools, Trade and Vocational;Школы, торговые, технические училища;
8299;R, T;Professional Services;Профессиональные услуги;Education and additional training;Образование, дополнительное обучение;Educational Services—not elsewhere classified;Школы и образовательные услуги – не классифицированные;
8351;R, T;Professional Services;Профессиональные услуги;Other;Прочее;Child Care Services;Услуги по уходу за детьми;
8398;R, T;Professional Services;Профессиональные услуги;Other;Прочее;Charitable Organizations;Благотворительность;
8641;R, T;Membership Organizations;Членские организации;Associations;Ассоциации и клубы по интересам;Civic Associations;Объединения, занимающиеся гражданскими, социальными, или братскими деятельностями;
8651;R, T;Membership Organizations;Членские организации;Associations;Ассоциации и клубы по интересам;Political Organizations;Государственные или местные политические партии;
8661;R, T;Membership Organizations;Членские организации;Associations;Ассоциации и клубы по интересам;Religious Organizations;Религиозные организации;
8675;R, T;Membership Organizations;Членские организации;Associations;Ассоциации и клубы по интересам;Automobile Associations;Клубы автолюбителей;
8699;R, T;Membership Organizations;Членские организации;Associations;Ассоциации и клубы по интересам;Membership Organizations—not elsewhere classified;Членские организации – не классифицированные;
8734;R, T;Membership Organizations;Членские организации;Associations;Ассоциации и клубы по интересам;Testing Laboratories (Non-Medical);Экспертные лаборатории;
8911;R, T;Professional Services;Профессиональные услуги;Other;Прочее;Architectural Services;Архитектурные, инжнерные услуги. Проектировка, разработка.;
8931;R, T;Professional Services;Профессиональные услуги;Business Services;Бизнес услуги;Accounting Services;Бухгалтерские, аудиторские и регистрационные услуги;
8999;R, T;Professional Services;Профессиональные услуги;Other;Прочее;Auctions, Professional Services—not elsewhere classified;Профессиональные услуги – не классифицированные;
9211;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Court Costs including Alimony and Child Support;Судебные разбирательства, алименты, административные расходы;
9222;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Fines;Штрафы и пени;
9223;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Bail and Bond Payments;Залоги и облигации;
9311;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Tax Payments;Налоги, сборы, госпошлины;
9399;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Government Services—not elsewhere classified;Правительственные услуги – не классифицированные;
9402;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Postal Services—Government Only;Почта и прочие виды связи;
9405;R, T;Professional Services;Профессиональные услуги;Government Services;Государственные услуги;Intra-Government Purchases—Government Only;Определяет операции между правительственными учреждениями, ведомствами;
9700;;Service Providers;Услуги поставщиков;VISA Payment Transaction;Финансовые сделки через VISA;Automated Referral Service;Автоматизированная справочная служба;
9701;;Service Providers;Услуги поставщиков;VISA Payment Transaction;Финансовые сделки через VISA;Visa Credential Service;Служба учетных данных;
9702;;Service Providers;Услуги поставщиков;VISA Payment Transaction;Финансовые сделки через VISA;Emergency Services (GCAS);Аварийные службы (GCAS);
9751;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;UK Supermarkets Elec Hot Fi;Супермаркеты О.К.;
9752;R, T;Automobiles and Vehicles;Транспортные средства;Fuel Products;Бензин, топливо;UK Petrol Stns. Elec Hot Fi;Заправочные станции О.К.;
9754;U;Amusement and Entertainment;Организации отдыха и развлечений;Leisure;Досуг;Gambling—Horse Racing, Dog Racing,, Non-Sports Intrastate Internet Gambling;Азартные игры;
9950;;Service Providers;Услуги поставщиков;Other;Прочее;Intra-Company Purchases;Закупки внутри компании (только товары и услуги для других предприятий);
